ticker,date,stock_price,after_hours_price,prev_close_price,day_range,year_range,Market_cap,Avg_vol,PE_Ratio,Dividend_yeld,Primary_exchange
GE,2024-04-09,$154.49,$154.25,$156.52,$150.93 - $157.87,$74.55 - $157.95,168.90B USD,10.04M,19.36,0.72%,NYSE
VST,2024-04-09,$69.53,$68.99,$74.42,$68.50 - $75.60,$22.67 - $75.89,24.26B USD,6.78M,19.42,1.21%,NYSE
CELH,2024-04-09,$84.64,$84.60,$83.80,$80.63 - $84.76,$28.08 - $99.62,19.70B USD,5.73M,110.21,-,NASDAQ
TMDX,2024-04-09,$93.24,$93.49,$89.93,$89.31 - $93.74,$36.42 - $99.63,3.05B USD,920.67K,-,-,NASDAQ
NEM,2024-04-09,$39.67,$39.62,$39.40,$39.45 - $40.78,$29.42 - $51.46,45.73B USD,16.49M,-,2.52%,NYSE
PAM,2024-04-09,$46.50,$46.50,$46.04,$45.31 - $47.54,$32.10 - $52.17,3.12B USD,392.32K,B-,2005,pampaenergia.com
SG,2024-04-09,$22.86,$22.89,$25.13,$22.43 - $25.37,$7.13 - $26.45,2.58B USD,3.02M,-,-,NYSE
MDB,2024-04-09,$360.94,$360.94,$363.32,$358.23 - $366.94,$198.72 - $509.62,26.29B USD,1.56M,-,-,NASDAQ
GGAL,2024-04-09,$28.66,$28.88,$27.73,$27.99 - $30.16,$10.57 - $30.16,4.13B USD,876.89K,1905,"Buenos Aires, Buenos AiresArgentina",gfgsa.com
CNK,2024-04-09,$19.08,$19.01,$19.18,$18.98 - $19.35,$13.19 - $20.40,2.32B USD,3.16M,14.28,-,NYSE
CLSK,2024-04-09,$15.33,$15.31,$15.36,$14.84 - $15.76,$2.38 - $24.72,3.45B USD,42.15M,-,-,NASDAQ
CMCSA,2024-04-09,$40.15,$40.29,$40.71,$39.95 - $40.78,$36.39 - $47.46,159.43B USD,20.90M,10.82,3.09%,NASDAQ
RIG,2024-04-09,$6.38,$6.40,$6.55,$6.33 - $6.65,$4.45 - $8.88,5.28B USD,18.42M,-,-,NYSE
VALE,2024-04-09,$12.50,$12.53,$12.50,$12.38 - $12.67,$11.73 - $16.60,56.86B USD,28.82M,A-,Eduardo Bartolomeo,"Jun 1, 1942"
MU,2024-04-09,$122.63,$122.75,$122.95,$121.27 - $126.14,$58.03 - $130.54,135.74B USD,28.40M,-,0.38%,NASDAQ
AS,2024-04-09,$14.94,$14.69,$14.52,$14.36 - $14.94,$13.10 - $18.23,7.47B USD,1.73M,-,-,NYSE
DKNG,2024-04-09,$45.54,$45.65,$45.51,$44.48 - $45.65,$17.88 - $49.57,21.66B USD,10.72M,-,-,NASDAQ
BHC,2024-04-09,$9.26,$9.16,$9.69,$9.06 - $9.73,$5.57 - $11.46,3.40B USD,2.77M,-,-,D
IMCR,2024-04-09,$58.08,$58.08,$60.50,$57.65 - $61.06,$42.21 - $76.98,2.89B USD,420.67K,NASDAQ,Bahija Jallal,2008
NXE,2024-04-09,$7.89,$7.92,$7.98,$7.84 - $8.13,$3.49 - $8.88,5.76B CAD,6.53M,-,-,TSE
CF,2024-04-09,$81.12,$81.12,$79.79,$79.50 - $81.42,$60.08 - $87.90,15.23B USD,3.13M,10.31,2.47%,NYSE
JBT,2024-04-09,$97.07,$97.07,$94.77,$94.68 - $97.27,$89.96 - $125.88,3.09B USD,205.12K,24.10,0.41%,NYSE
FTNT,2024-04-09,$68.22,$68.22,$68.39,$67.80 - $69.14,$44.12 - $81.24,52.05B USD,4.94M,46.85,-,NASDAQ
CORT,2024-04-09,$25.46,$25.46,$24.23,$24.25 - $25.64,$20.87 - $34.28,2.63B USD,901.56K,26.80,-,NASDAQ
GME,2024-04-09,$11.01,$11.12,$10.83,$10.73 - $11.18,$10.73 - $27.65,3.37B USD,5.06M,501.59,-,NYSE
DELL,2024-04-09,$123.73,$123.53,$127.15,$120.45 - $126.75,$39.90 - $136.16,88.32B USD,11.40M,28.36,1.44%,NYSE
APLS,2024-04-09,$55.12,$55.12,$53.81,$53.45 - $55.33,$19.83 - $94.75,6.65B USD,1.32M,-,-,NASDAQ
FLUT,2024-04-09,$199.17,$199.17,$192.65,$195.73 - $199.50,$190.76 - $226.40,27.02B GBP,194.35K,-,-,LON
GH,2024-04-09,$19.20,$19.25,$18.66,$18.75 - $19.86,$16.92 - $41.06,2.34B USD,2.27M,-,-,NASDAQ
WMG,2024-04-09,$35.20,$35.20,$35.10,$34.49 - $35.31,$23.62 - $38.05,18.23B USD,1.61M,39.49,1.93%,NASDAQ
CPT,2024-04-09,$103.58,$103.58,$102.13,$102.75 - $104.89,$82.81 - $114.04,11.27B USD,1.14M,NYSE,D,1981
IBRX,2024-04-09,$6.16,$6.10,$6.17,$5.97 - $6.33,$1.25 - $6.93,4.15B USD,4.38M,-,-,NASDAQ
ALB,2024-04-09,$129.16,$129.72,$131.69,$127.38 - $133.72,$106.69 - $247.44,15.18B USD,3.96M,9.67,1.24%,NYSE
MP,2024-04-09,$17.44,$17.49,$16.02,$16.31 - $17.53,$12.68 - $28.71,3.11B USD,4.77M,127.82,-,NYSE
SBSW,2024-04-09,$5.68,$5.71,$5.51,$5.40 - $5.93,$3.85 - $9.88,3.97B USD,6.91M,B,Neal John Froneman,Nov 2012
VNO,2024-04-09,$29.98,$30.03,$28.84,$28.92 - $30.02,$12.31 - $32.21,5.71B USD,2.02M,NYSE,B,Steven Roth
SSL,2024-04-09,$9.13,$9.20,$8.74,$9.08 - $9.33,$7.10 - $14.49,5.95B USD,613.68K,A-,Simon Baloyi,1950
AGL,2024-04-09,$5.56,$5.56,$5.18,$5.18 - $5.57,$4.44 - $28.99,2.28B USD,5.19M,-,-,NYSE
VSAT,2024-04-09,$17.68,$17.68,$17.69,$17.39 - $18.28,$15.02 - $47.35,2.21B USD,1.12M,2.33,-,NASDAQ
IRT,2024-04-09,$16.69,$16.70,$16.29,$16.36 - $16.75,$11.61 - $18.77,3.76B USD,1.84M,NYSE,2009,"Philadelphia, PennsylvaniaUnited States"
GLBE,2024-04-09,$36.51,$36.51,$36.38,$36.38 - $37.20,$26.01 - $45.72,6.08B USD,1.27M,-,-,NASDAQ
RKT,2024-04-09,$14.11,$14.11,$13.84,$13.71 - $14.25,$7.17 - $15.19,28.02B USD,2.56M,-,-,NYSE
AMK,2024-04-09,$37.06,$37.06,$36.82,$36.71 - $37.54,$22.92 - $37.54,2.76B USD,236.33K,22.41,-,NYSE
ALPN,2024-04-09,$38.94,$39.00,$38.53,$37.57 - $39.63,$6.71 - $42.88,2.55B USD,1.31M,-,-,NASDAQ
GOOGL,2024-04-09,$156.60,$156.74,$154.85,$155.19 - $158.56,$102.63 - $158.56,1.95T USD,33.29M,28.86,-,NASDAQ
NEOG,2024-04-09,$13.04,$13.07,$14.38,$12.57 - $13.69,$12.57 - $24.10,2.82B USD,1.43M,239.71,-,NASDAQ
CAVA,2024-04-09,$60.28,$60.15,$64.94,$59.29 - $64.88,$29.05 - $71.60,6.87B USD,2.87M,287.99,-,NYSE
TBBB,2024-04-09,$21.58,$21.58,$22.99,$20.66 - $22.65,$18.71 - $24.99,2.42B USD,693.13K,-,-,NYSE
DFH,2024-04-09,$40.03,$40.51,$42.09,$39.42 - $42.54,$13.12 - $44.38,3.73B USD,511.37K,15.03,-,NYSE
GFF,2024-04-09,$70.00,$70.66,$73.22,$68.70 - $73.22,$25.97 - $75.18,3.46B USD,386.33K,56.44,0.86%,NYSE
MOD,2024-04-09,$91.46,$93.00,$97.13,$89.57 - $97.25,$19.41 - $106.01,4.77B USD,1.12M,21.55,-,NYSE
OSCR,2024-04-09,$13.99,$13.99,$14.77,$13.92 - $14.85,$4.72 - $18.55,3.21B USD,2.71M,-,-,NYSE
FIX,2024-04-09,$306.15,$306.15,$322.13,$305.00 - $324.44,$127.09 - $335.25,10.92B USD,421.72K,33.98,0.33%,NYSE
PARR,2024-04-09,$35.66,$35.66,$38.37,$35.63 - $38.31,$20.30 - $40.70,2.12B USD,1.12M,3.61,-,NYSE
CLS,2024-04-09,$47.05,$47.05,$49.43,$46.05 - $49.43,$10.50 - $51.12,5.59B USD,2.08M,23.14,-,A-
HTZ,2024-04-09,$7.80,$7.79,$7.39,$7.40 - $7.80,$6.88 - $19.36,2.38B USD,4.38M,4.13,-,NASDAQ
BL,2024-04-09,$68.61,$68.61,$64.98,$65.10 - $69.09,$47.27 - $69.31,4.24B USD,1.36M,93.56,-,NASDAQ
PAAS,2024-04-09,$19.30,$19.34,$18.07,$18.50 - $19.41,$12.16 - $19.85,7.05B USD,4.72M,-,2.07%,Michael Steinmann
XPEV,2024-04-09,$8.07,$8.04,$7.38,$7.54 - $8.11,$7.18 - $23.62,7.61B USD,15.70M,NYSE,2015,heyxpeng.com
HCM,2024-04-09,$17.94,$17.94,$16.87,$17.33 - $18.05,$10.68 - $20.73,3.18B USD,153.30K,2000,hutch-med.com,"1,988"
RUN,2024-04-09,$13.02,$12.94,$11.88,$11.77 - $13.07,$8.43 - $23.85,2.84B USD,14.66M,-,-,NASDAQ
FMC,2024-04-09,$63.76,$63.60,$60.14,$60.77 - $63.78,$49.49 - $125.20,7.96B USD,2.15M,5.65,3.64%,NYSE
SEDG,2024-04-09,$72.09,$72.00,$66.95,$67.80 - $72.12,$60.44 - $322.19,4.12B USD,1.85M,120.20,-,NASDAQ
BILI,2024-04-09,$11.93,$11.91,$11.08,$11.40 - $11.95,$8.80 - $22.53,4.92B USD,7.96M,NASDAQ,Rui Chen,Dec 2013
UI,2024-04-09,$118.27,$118.00,$111.95,$112.04 - $118.27,$103.00 - $269.40,7.15B USD,96.10K,19.21,2.03%,NYSE
WOLF,2024-04-09,$28.90,$28.99,$26.84,$26.97 - $28.90,$23.54 - $70.42,3.64B USD,4.09M,-,-,NYSE
MRNA,2024-04-09,$111.60,$112.70,$105.09,$105.78 - $115.89,$62.55 - $163.24,42.71B USD,3.84M,-,-,NASDAQ
UWMC,2024-04-09,$6.76,$6.78,$6.33,$6.26 - $6.78,$4.49 - $7.75,10.79B USD,2.32M,-,5.92%,NYSE
MRVI,2024-04-09,$8.51,$8.51,$7.87,$7.83 - $8.55,$4.52 - $16.62,2.14B USD,2.77M,-,-,NASDAQ
HBM,2024-04-09,$7.98,$7.98,$7.47,$7.70 - $8.11,$3.94 - $8.11,3.79B CAD,2.48M,-,-,TSE
DXC,2024-04-09,$22.09,$22.09,$20.87,$20.94 - $22.15,$18.61 - $28.89,4.04B USD,2.56M,-,-,NYSE
AMKR,2024-04-09,$33.75,$33.75,$31.34,$32.16 - $34.10,$17.58 - $37.00,8.30B USD,863.12K,23.18,0.93%,NASDAQ
TSLA,2024-04-10,$171.76,$170.65,$176.88,$170.01 - $174.93,$152.37 - $299.29,538.20B USD,98.30M,39.91,-,NASDAQ
AMD,2024-04-10,$167.14,$166.16,$170.78,$164.00 - $169.78,$81.02 - $227.30,270.12B USD,71.34M,318.03,-,NASDAQ
INTC,2024-04-10,$37.20,$37.14,$38.33,$37.02 - $38.22,$26.86 - $51.28,158.36B USD,48.62M,92.77,1.34%,NASDAQ
F,2024-04-10,$13.06,$13.08,$13.54,$12.95 - $13.29,$9.63 - $15.42,52.14B USD,49.13M,12.14,4.59%,NYSE
NIO,2024-04-10,$4.59,$4.57,$4.71,$4.54 - $4.69,$4.36 - $16.18,9.55B USD,56.04M,NYSE,William Li,2014
NVDA,2024-04-10,$870.39,$869.50,$853.54,$837.09 - $874.00,$262.20 - $974.00,2.18T USD,54.39M,72.94,0.02%,NASDAQ
AMZN,2024-04-10,$185.95,$185.07,$185.67,$182.67 - $186.27,$97.71 - $187.34,1.93T USD,35.59M,64.12,-,NASDAQ
PLTR,2024-04-10,$22.42,$22.28,$22.81,$22.01 - $22.71,$7.28 - $27.50,49.59B USD,56.95M,245.54,-,NYSE
RIVN,2024-04-10,$10.27,$10.27,$10.63,$10.11 - $10.42,$10.01 - $28.06,10.04B USD,45.33M,-,-,NASDAQ
AAPL,2024-04-10,$167.78,$167.85,$169.67,$167.11 - $169.09,$159.78 - $199.62,2.59T USD,66.40M,26.11,0.57%,NASDAQ
PFE,2024-04-10,$26.32,$26.35,$26.78,$26.16 - $26.59,$25.61 - $41.99,149.04B USD,43.69M,70.41,6.38%,NYSE
GOLD,2024-04-10,$17.90,$17.91,$18.01,$17.51 - $18.00,$13.76 - $20.75,31.33B USD,23.75M,-,-,B
WBD,2024-04-10,$8.32,$8.32,$8.69,$8.22 - $8.52,$8.02 - $15.56,20.30B USD,30.28M,-,-,NASDAQ
MARA,2024-04-10,$17.38,$17.40,$17.98,$17.11 - $18.07,$7.16 - $34.09,4.65B USD,68.81M,12.90,-,NASDAQ
CCL,2024-04-10,$14.95,$14.95,$15.50,$14.79 - $15.34,$8.70 - $19.74,18.68B USD,34.47M,58.18,-,NYSE
PLUG,2024-04-10,$3.07,$3.08,$3.25,$3.03 - $3.16,$2.26 - $13.44,2.10B USD,32.94M,-,-,NASDAQ
ABEV,2024-04-10,$2.38,$2.40,$2.45,$2.37 - $2.42,$2.36 - $3.23,37.76B USD,15.67M,C,Jean Jereissati,"Jul 1, 1999"
AAL,2024-04-10,$13.41,$13.47,$13.95,$13.30 - $14.15,$10.86 - $19.08,8.78B USD,29.55M,11.12,-,NASDAQ
PARA,2024-04-10,$10.50,$10.48,$10.97,$10.12 - $10.98,$10.12 - $24.00,7.34B USD,22.52M,-,1.90%,NASDAQ
SOFI,2024-04-10,$7.56,$7.56,$7.89,$7.48 - $7.80,$4.45 - $11.70,7.93B USD,53.92M,-,-,NASDAQ
GRAB,2024-04-10,$3.33,$3.31,$3.29,$3.26 - $3.33,$2.67 - $3.92,13.14B USD,26.14M,-,-,NASDAQ
BAC,2024-04-10,$36.65,$36.60,$37.73,$36.55 - $37.23,$24.96 - $38.35,289.19B USD,39.56M,11.91,2.62%,NYSE
T,2024-04-10,$16.73,$16.73,$16.92,$16.51 - $16.79,$13.43 - $19.99,119.67B USD,35.40M,8.51,6.63%,NYSE
BCS,2024-04-10,$9.59,$9.59,$9.73,$9.53 - $9.72,$6.23 - $9.98,35.55B USD,16.95M,A-,1896,"London, Greater LondonUnited Kingdom"
KGC,2024-04-10,$6.38,$6.39,$6.46,$6.22 - $6.45,$4.32 - $6.57,7.83B USD,16.43M,18.95,1.88%,C
EXLS,2024-04-10,$29.68,$29.68,$30.95,$29.15 - $30.16,$25.17 - $35.94,4.92B USD,1.17M,27.04,-,NASDAQ
USAC,2024-04-10,$25.91,$26.43,$26.23,$25.87 - $26.44,$18.48 - $28.47,2.67B USD,273.04K,NYSE,1998,"Austin, TexasUnited States"
APGE,2024-04-10,$52.77,$52.77,$56.37,$52.05 - $55.72,$14.19 - $72.29,3.08B USD,1.08M,-,-,NASDAQ
SIG,2024-04-10,$100.53,$100.75,$102.08,$99.00 - $102.14,$57.10 - $109.17,4.47B USD,922.93K,7.00,1.15%,NYSE
RNAC,2024-04-10,$16.32,$16.59,$13.99,$13.44 - $16.79,$11.67 - $42.60,88.10M USD,47.39K,-,-,NASDAQ
BLMN,2024-04-10,$27.21,$27.21,$27.35,$26.66 - $27.37,$22.03 - $30.13,2.37B USD,1.48M,10.61,3.53%,NASDAQ
DAY,2024-04-10,$62.24,$62.27,$64.10,$61.29 - $63.16,$61.01 - $74.66,9.97B USD,1.34M,-,-,NYSE
CABO,2024-04-10,$379.01,$379.01,$399.16,$376.20 - $393.18,$376.20 - $768.75,2.13B USD,97.74K,8.40,3.11%,NYSE
COIN,2024-04-10,$250.99,$251.88,$242.95,$234.12 - $251.27,$46.43 - $283.48,60.81B USD,14.28M,673.02,-,NASDAQ
ZGN,2024-04-10,$11.67,$11.67,$12.01,$11.53 - $11.83,$10.12 - $16.36,2.92B USD,873.17K,31.52,0.93%,NYSE
MSTR,2024-04-10,"$1,566.00","$1,551.00","$1,441.02","$1,373.77 - $1,566.00","$266.00 - $1,999.99",26.57B USD,3.33M,60.45,-,NASDAQ
ENPH,2024-04-10,$119.60,$119.02,$121.98,$113.00 - $120.03,$73.49 - $231.42,16.26B USD,3.38M,39.04,-,NASDAQ
ARRY,2024-04-10,$14.28,$14.28,$14.53,$13.21 - $14.30,$11.38 - $26.64,2.16B USD,6.20M,25.38,-,NASDAQ
CRSP,2024-04-10,$61.74,$61.88,$65.19,$60.31 - $62.93,$37.55 - $91.10,4.96B USD,1.43M,-,-,NASDAQ
DNUT,2024-04-10,$14.93,$14.90,$14.42,$14.15 - $15.01,$11.52 - $17.84,2.52B USD,4.45M,-,0.94%,NASDAQ
RARE,2024-04-10,$51.61,$51.61,$50.56,$49.41 - $51.68,$31.52 - $54.98,4.25B USD,714.27K,-,-,NASDAQ
STAA,2024-04-10,$51.08,$51.00,$52.25,$49.34 - $51.70,$26.66 - $73.13,2.50B USD,867.15K,118.27,-,NASDAQ
CEG,2024-04-10,$191.08,$191.08,$188.10,$182.50 - $193.83,$74.17 - $198.83,60.21B USD,3.07M,38.15,0.74%,NASDAQ
RXST,2024-04-10,$52.72,$52.72,$55.11,$52.54 - $55.24,$16.94 - $58.21,1.95B USD,430.37K,-,-,NASDAQ
MMYT,2024-04-10,$70.04,$70.04,$69.61,$66.58 - $70.16,$22.50 - $77.30,7.43B USD,835.68K,155.48,-,NASDAQ
TGS,2024-04-10,$17.37,$17.37,$17.65,$17.04 - $17.83,$9.50 - $19.95,1.51B USD,353.96K,Oscar Jose Sardi,"Dec 28, 1992",tgs.com.ar
VRT,2024-04-10,$84.77,$84.89,$81.81,$79.31 - $85.39,$11.95 - $88.70,32.38B USD,8.11M,71.14,0.12%,NYSE
RAMP,2024-04-10,$33.88,$33.88,$34.59,$33.55 - $34.49,$21.96 - $42.66,2.29B USD,605.44K,-,-,NYSE
IESC,2024-04-10,$123.72,$123.72,$125.53,$121.00 - $127.80,$40.59 - $138.56,2.50B USD,140.48K,20.57,-,NASDAQ
GE,2024-04-10,$156.61,$156.69,$154.49,$151.65 - $157.79,$74.55 - $157.95,171.22B USD,10.08M,19.62,0.72%,NYSE
VST,2024-04-10,$70.76,$70.67,$69.52,$67.60 - $71.30,$22.67 - $75.89,24.68B USD,6.91M,19.77,1.18%,NYSE
CELH,2024-04-10,$84.47,$84.25,$84.64,$82.16 - $85.75,$28.08 - $99.62,19.66B USD,5.69M,109.99,-,NASDAQ
TMDX,2024-04-10,$95.65,$96.00,$93.24,$89.51 - $97.78,$36.42 - $99.63,3.13B USD,868.98K,-,-,NASDAQ
NEM,2024-04-10,$39.06,$39.00,$39.66,$38.21 - $39.27,$29.42 - $51.46,45.03B USD,16.20M,-,2.56%,NYSE
SG,2024-04-10,$22.83,$22.52,$22.86,$21.87 - $23.42,$7.25 - $26.45,2.58B USD,3.06M,-,-,NYSE
MDB,2024-04-10,$351.28,$350.32,$360.94,$351.13 - $359.85,$198.72 - $509.62,25.58B USD,1.57M,-,-,NASDAQ
GGAL,2024-04-10,$28.85,$28.63,$28.66,$28.09 - $29.26,$10.57 - $30.16,4.15B USD,967.73K,1905,"Buenos Aires, Buenos AiresArgentina",gfgsa.com
CNK,2024-04-10,$18.48,$18.48,$19.08,$18.26 - $18.86,$13.19 - $20.40,2.25B USD,3.16M,13.83,-,NYSE
CLSK,2024-04-10,$15.05,$15.11,$15.33,$14.59 - $15.72,$2.87 - $24.72,3.39B USD,40.94M,-,-,NASDAQ
CMCSA,2024-04-10,$39.72,$39.75,$40.15,$39.38 - $40.15,$36.39 - $47.46,157.76B USD,21.29M,10.71,3.12%,NASDAQ
RIG,2024-04-10,$6.43,$6.45,$6.38,$6.25 - $6.45,$4.45 - $8.88,5.32B USD,18.84M,-,-,NYSE
VALE,2024-04-10,$12.15,$12.17,$12.50,$12.08 - $12.35,$11.73 - $16.60,55.09B USD,29.02M,A-,Eduardo Bartolomeo,"Jun 1, 1942"
MU,2024-04-10,$122.20,$121.50,$122.63,$119.93 - $124.48,$58.03 - $130.54,135.32B USD,28.08M,-,0.38%,NASDAQ
AS,2024-04-10,$14.82,$14.82,$14.94,$14.45 - $15.22,$13.10 - $18.23,7.41B USD,1.66M,-,-,NYSE
DKNG,2024-04-10,$44.98,$44.80,$45.54,$44.47 - $45.93,$18.32 - $49.57,21.40B USD,10.62M,-,-,NASDAQ
BHC,2024-04-10,$8.92,$8.81,$9.26,$8.86 - $9.20,$5.57 - $11.46,3.26B USD,2.82M,-,-,D
IMCR,2024-04-10,$58.81,$58.40,$58.08,$55.68 - $59.51,$42.21 - $76.98,2.93B USD,431.36K,NASDAQ,Bahija Jallal,2008
NXE,2024-04-10,$8.10,$8.03,$7.89,$7.73 - $8.11,$3.49 - $8.88,5.96B CAD,6.57M,-,-,TSE
CF,2024-04-10,$80.89,$80.89,$81.12,$78.85 - $81.09,$60.08 - $87.90,15.19B USD,3.15M,10.28,2.47%,NYSE
JBT,2024-04-10,$93.64,$93.64,$96.96,$93.43 - $96.19,$89.96 - $125.88,2.98B USD,206.86K,23.25,0.43%,NYSE
FTNT,2024-04-10,$68.13,$68.10,$68.22,$67.08 - $68.50,$44.12 - $81.24,51.99B USD,4.86M,46.79,-,NASDAQ
CORT,2024-04-10,$23.80,$23.79,$25.46,$23.19 - $24.72,$20.87 - $34.28,2.46B USD,897.36K,25.06,-,NASDAQ
GME,2024-04-10,$10.85,$10.83,$11.01,$10.75 - $11.07,$10.73 - $27.65,3.32B USD,5.10M,494.31,-,NYSE
DELL,2024-04-10,$123.37,$123.23,$123.73,$121.10 - $126.07,$41.15 - $136.16,88.06B USD,11.46M,28.28,1.44%,NYSE
APLS,2024-04-10,$56.84,$56.84,$55.12,$53.71 - $57.03,$19.83 - $94.75,6.85B USD,1.30M,-,-,NASDAQ
FLUT,2024-04-10,$195.47,$195.47,$199.17,$194.94 - $197.65,$190.76 - $226.40,27.65B GBP,198.73K,-,-,LON
GH,2024-04-10,$19.11,$19.11,$19.20,$18.02 - $19.21,$16.92 - $41.06,2.33B USD,2.21M,-,-,NASDAQ
WMG,2024-04-10,$34.96,$34.96,$35.20,$34.56 - $35.09,$23.62 - $38.05,18.11B USD,1.61M,39.22,1.95%,NASDAQ
CPT,2024-04-10,$100.80,$100.13,$103.58,$99.94 - $101.67,$82.81 - $114.04,10.97B USD,1.17M,NYSE,D,1981
IBRX,2024-04-10,$5.96,$5.86,$6.16,$5.73 - $6.13,$1.25 - $6.93,4.02B USD,4.15M,-,-,NASDAQ
ALB,2024-04-10,$127.65,$127.65,$129.16,$125.41 - $131.74,$106.69 - $247.44,15.00B USD,3.99M,9.55,1.25%,NYSE
MP,2024-04-10,$17.41,$17.38,$17.45,$16.68 - $17.51,$12.68 - $28.71,3.10B USD,5.03M,127.60,-,NYSE
SBSW,2024-04-10,$5.38,$5.48,$5.68,$5.37 - $5.62,$3.85 - $9.88,3.74B USD,7.23M,B,Neal John Froneman,Nov 2012
VNO,2024-04-10,$27.60,$27.60,$29.98,$27.36 - $28.41,$12.31 - $32.21,5.25B USD,2.11M,NYSE,B,Steven Roth
SSL,2024-04-10,$8.79,$9.00,$9.13,$8.71 - $9.10,$7.10 - $14.49,5.69B USD,628.73K,A-,Simon Baloyi,1950
AGL,2024-04-10,$5.40,$5.41,$5.56,$5.29 - $5.64,$4.44 - $28.99,2.21B USD,5.14M,-,-,NYSE
VSAT,2024-04-10,$16.89,$16.95,$17.68,$16.53 - $17.07,$15.02 - $47.35,2.12B USD,1.10M,2.23,-,NASDAQ
IRT,2024-04-10,$16.30,$16.30,$16.69,$16.02 - $16.31,$11.61 - $18.77,3.67B USD,1.89M,NYSE,2009,"Philadelphia, PennsylvaniaUnited States"
GLBE,2024-04-10,$35.21,$35.21,$36.51,$34.52 - $35.90,$26.01 - $45.72,5.86B USD,1.26M,-,-,NASDAQ
RKT,2024-04-10,$12.30,$12.29,$14.11,$12.10 - $13.40,$7.17 - $15.19,24.42B USD,2.56M,-,-,NYSE
AMK,2024-04-10,$36.05,$36.05,$37.06,$35.86 - $37.04,$22.92 - $37.54,2.68B USD,244.68K,21.80,-,NYSE
ALPN,2024-04-10,$47.04,$64.19,$38.94,$37.43 - $47.84,$6.71 - $47.84,3.08B USD,1.32M,-,-,NASDAQ
GOOGL,2024-04-10,$156.14,$155.70,$156.60,$154.68 - $156.61,$102.63 - $158.56,1.95T USD,32.54M,28.77,-,NASDAQ
NEOG,2024-04-10,$12.50,$12.61,$13.04,$12.18 - $12.87,$12.18 - $24.10,2.71B USD,1.66M,"1,733.70",-,NASDAQ
CAVA,2024-04-10,$63.69,$63.74,$60.28,$59.22 - $63.81,$29.05 - $71.60,7.26B USD,2.92M,304.29,-,NYSE
TBBB,2024-04-10,$20.63,$20.23,$21.58,$20.21 - $21.30,$18.71 - $24.99,2.31B USD,740.49K,-,-,NYSE
DFH,2024-04-10,$38.15,$38.01,$40.03,$37.50 - $39.39,$13.41 - $44.38,3.56B USD,495.13K,14.32,-,NYSE
GFF,2024-04-10,$67.83,$67.83,$70.00,$66.87 - $69.77,$25.97 - $75.18,3.35B USD,387.05K,54.69,0.88%,NYSE
MOD,2024-04-10,$92.04,$92.04,$91.44,$86.20 - $92.53,$19.41 - $106.01,4.81B USD,1.13M,21.69,-,NYSE
OSCR,2024-04-10,$14.94,$14.66,$14.00,$13.51 - $14.97,$4.72 - $18.55,3.43B USD,2.70M,-,-,NYSE
FIX,2024-04-10,$303.76,$303.76,$306.15,$297.68 - $306.55,$128.71 - $335.25,10.84B USD,418.61K,33.72,0.33%,NYSE
PARR,2024-04-10,$34.99,$34.99,$35.66,$34.71 - $35.76,$20.30 - $40.70,2.08B USD,1.14M,3.54,-,NYSE
CLS,2024-04-10,$46.06,$45.86,$47.05,$45.18 - $47.12,$10.50 - $51.12,5.48B USD,2.11M,22.65,-,A-
HTZ,2024-04-10,$7.30,$7.32,$7.80,$7.22 - $7.47,$6.88 - $19.36,2.23B USD,4.51M,3.86,-,NASDAQ
BL,2024-04-10,$64.21,$64.21,$68.61,$63.91 - $66.48,$47.27 - $69.31,3.97B USD,1.38M,87.56,-,NASDAQ
PAAS,2024-04-10,$19.03,$19.00,$19.30,$18.12 - $19.37,$12.16 - $19.85,6.94B USD,4.99M,-,2.10%,Michael Steinmann
XPEV,2024-04-10,$8.15,$8.13,$8.01,$7.93 - $8.19,$7.18 - $23.62,7.69B USD,15.92M,NYSE,2015,heyxpeng.com
HCM,2024-04-10,$17.63,$17.63,$17.94,$17.31 - $17.71,$10.68 - $20.73,3.16B USD,163.70K,2000,hutch-med.com,"1,988"
RUN,2024-04-10,$12.29,$12.30,$13.02,$11.68 - $12.29,$8.43 - $23.85,2.68B USD,14.46M,-,-,NASDAQ
FMC,2024-04-10,$62.22,$62.22,$63.76,$61.52 - $63.67,$49.49 - $125.20,7.77B USD,2.15M,5.51,3.73%,NYSE
SEDG,2024-04-10,$70.70,$70.50,$72.09,$67.57 - $71.38,$60.44 - $322.19,4.04B USD,1.85M,117.88,-,NASDAQ
BILI,2024-04-10,$11.68,$11.68,$11.93,$11.52 - $11.94,$8.80 - $22.53,3.84B USD,8.14M,NASDAQ,Rui Chen,Dec 2013
UI,2024-04-10,$112.32,$112.32,$117.00,$111.10 - $115.09,$103.00 - $269.40,6.79B USD,96.41K,18.25,2.14%,NYSE
WOLF,2024-04-10,$27.40,$27.30,$28.89,$26.87 - $27.77,$23.54 - $70.42,3.45B USD,4.06M,-,-,NYSE
MRNA,2024-04-10,$107.14,$107.00,$111.60,$105.90 - $110.29,$62.55 - $163.24,41.02B USD,3.99M,-,-,NASDAQ
UWMC,2024-04-10,$6.26,$6.30,$6.77,$6.19 - $6.60,$4.49 - $7.75,9.99B USD,2.42M,-,6.39%,NYSE
MRVI,2024-04-10,$8.60,$8.60,$8.51,$8.28 - $8.63,$4.52 - $16.62,2.16B USD,2.67M,-,-,NASDAQ
